,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1244,Mamoudou Karamoko\Mamoudou-Karamoko,fr FRA,MF,Wolfsburg,de Bundesliga,20,1999,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,Matches
1245,Florian Kastenmeier\Florian-Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,23,1996,17.0,0,0,0,0,0,0,0,,0,7,0,0.0,7,0,0,1,0,0,1,2,2,1,1,Matches
1246,Noah Katterbach\Noah-Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,33,20,25,7,1,9,30,30.0,21,206,67,32.5,120,65,21,23,1,0,22,29,62,40,0,Matches
1247,Moise Kean\Moise-Kean,it ITA,FW,Everton,eng Premier League,19,2000,9.5,7,6,2,2,3,0,3,0.0,3,120,36,30.0,12,50,58,4,1,0,3,6,13,3,0,Matches
1248,Michael Keane\Michael-Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,41,26,26,14,1,15,27,55.6,12,191,66,34.6,126,60,5,52,27,0,25,46,87,207,1,Matches
1249,Thilo Kehrer\Thilo-Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,10,6,4,3,3,3,9,33.3,6,53,16,30.2,19,23,11,3,1,0,2,1,11,5,0,Matches
1250,Jules Keita\Jules-Keita,gn GUI,MFFW,Dijon,fr Ligue 1,21,1998,1.8,2,1,1,0,1,0,4,0.0,4,26,3,11.5,5,17,4,0,0,0,0,3,5,1,0,Matches
1251,Naby Keïta\Naby-Keita,gn GUI,MF,Liverpool,eng Premier League,24,1995,9.1,27,20,8,13,6,9,25,36.0,16,213,78,36.6,41,99,73,19,0,0,19,11,38,4,0,Matches
1252,Yannik Keitel\Yannik-Keitel,de GER,MF,Freiburg,de Bundesliga,19,2000,1.9,2,1,1,1,0,0,2,0.0,2,41,7,17.1,14,20,7,4,1,0,3,4,6,4,0,Matches
1253,Lloyd Kelly\Lloyd-Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,9,6,5,4,0,5,9,55.6,4,74,30,40.5,40,27,7,11,6,0,5,6,15,16,1,Matches
1254,Martin Kelly\Martin-Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,24,18,18,6,0,12,29,41.4,17,181,63,34.8,129,42,10,50,15,0,35,15,39,102,3,Matches
1255,Kenedy\Kenedy,br BRA,MFDF,Getafe,es La Liga,23,1996,6.5,11,8,2,5,4,2,3,66.7,1,111,30,27.0,20,62,29,9,1,0,8,10,21,7,0,Matches
1256,Jonjoe Kenny\Jonjoe-Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,59,39,25,30,4,21,52,40.4,31,406,131,32.3,183,165,58,57,11,1,46,29,88,92,1,Matches
1257,Franck Kessié\Franck-Kessie,ci CIV,MF,Milan,it Serie A,22,1996,31.3,51,33,23,19,9,13,49,26.5,36,565,160,28.3,169,284,112,52,6,0,46,34,85,39,1,Matches
1258,Saîf-Eddine Khaoui\Saif-Eddine-Khaoui,tn TUN,MFFW,Marseille,fr Ligue 1,24,1995,1.2,3,1,0,3,0,2,4,50.0,2,27,7,25.9,6,16,5,2,0,0,2,1,4,3,0,Matches
1259,Wahbi Khazri\Wahbi-Khazri,tn TUN,FWMF,Saint-Étienne,fr Ligue 1,28,1991,12.8,18,11,5,4,9,4,23,17.4,19,250,63,25.2,16,125,109,13,0,0,13,5,23,1,0,Matches
1260,Rani Khedira\Rani-Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,29.4,61,35,18,33,10,17,57,29.8,40,582,140,24.1,173,330,79,53,14,0,39,47,108,69,0,Matches
1261,Sami Khedira\Sami-Khedira,de GER,MF,Juventus,it Serie A,32,1987,7.6,17,13,3,8,6,3,18,16.7,15,131,44,33.6,25,75,31,20,2,0,18,3,20,11,0,Matches
1262,Kike\Kike,es ESP,FW,Eibar,es La Liga,29,1989,19.6,11,6,1,4,6,4,12,33.3,8,324,97,29.9,21,113,190,17,2,0,15,1,12,7,0,Matches
1263,Luca Kilian\Luca-Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,38,25,32,6,0,25,46,54.3,21,170,61,35.9,121,39,10,35,13,0,22,11,49,82,0,Matches
1264,Max Kilman\Max-Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,4,3,3,1,0,2,4,50.0,2,17,5,29.4,11,5,1,2,1,0,1,4,8,17,0,Matches
1265,Joshua Kimmich\Joshua-Kimmich,de GER,MFDF,Bayern Munich,de Bundesliga,24,1995,31.3,63,40,27,22,14,19,69,27.5,50,510,174,34.1,134,277,99,58,7,0,51,30,93,47,0,Matches
1266,Presnel Kimpembe\Presnel-Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,41,25,31,10,0,18,28,64.3,10,124,49,39.5,62,57,5,14,5,0,9,21,62,36,1,Matches
1267,Joshua King\Joshua-King,no NOR,FWMF,Bournemouth,eng Premier League,27,1992,22.3,19,15,8,7,4,2,15,13.3,13,493,123,24.9,81,217,195,27,4,0,23,5,24,11,0,Matches
1268,Giorgos Kiriakopoulos\Giorgos-Kiriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.3,41,27,27,7,7,21,40,52.5,19,267,83,31.1,124,99,44,30,5,0,25,19,60,36,0,Matches
1269,Simon Kjær\Simon-Kjaer,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,4,3,1,3,0,3,7,42.9,4,49,14,28.6,20,29,0,11,4,0,7,7,11,19,1,Matches
1270,Simon Kjær\Simon-Kjaer,dk DEN,DF,Milan,it Serie A,30,1989,12.9,25,15,19,6,0,10,19,52.6,9,109,37,33.9,58,49,2,22,16,0,6,19,44,54,0,Matches
1271,Davy Klaassen\Davy-Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,32.6,66,47,22,34,10,19,56,33.9,37,589,161,27.3,173,281,135,69,18,0,51,40,106,54,1,Matches
1272,Felix Klaus\Felix-Klaus,de GER,FWMF,Wolfsburg,de Bundesliga,26,1992,7.4,23,13,4,14,5,9,22,40.9,13,226,69,30.5,31,128,67,11,3,0,8,2,25,3,0,Matches
1273,Ragnar Klavan\Ragnar-Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,25.5,32,23,23,9,0,17,36,47.2,19,220,84,38.2,135,80,5,38,23,0,15,27,59,140,1,Matches
1274,Timm Klose\Timm-Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,9,4,4,5,0,5,11,45.5,6,53,25,47.2,36,17,0,11,6,0,5,8,17,29,2,Matches
1275,Lukas Klostermann\Lukas-Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,48,26,25,20,3,17,41,41.5,24,343,130,37.9,175,131,37,66,17,0,49,30,78,116,3,Matches
1276,Justin Kluivert\Justin-Kluivert,nl NED,FW,Roma,it Serie A,20,1999,16.6,19,12,5,9,5,7,22,31.8,15,256,69,27.0,59,118,79,25,0,0,25,6,25,6,0,Matches
1277,Lukas Klünter\Lukas-Klunter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,48,23,34,13,1,16,30,53.3,14,282,89,31.6,142,99,41,39,4,0,35,27,75,86,1,Matches
1278,Robin Knoche\Robin-Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,40,25,32,8,0,20,40,50.0,20,190,74,38.9,118,61,11,40,13,0,27,29,69,117,2,Matches
1279,Robin Koch\Robin-Koch,de GER,DFMF,Freiburg,de Bundesliga,23,1996,30.1,40,23,23,16,1,8,25,32.0,17,270,77,28.5,145,106,19,43,21,0,22,46,86,156,3,Matches
1280,Giorgi Kochorashvili\Giorgi-Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,0,1,0,0,0,0,0,0,0,0,Matches
1281,Jonathan Kodjia\Jonathan-Kodjia,ci CIV,FWMF,Aston Villa,eng Premier League,29,1989,1.3,0,0,0,0,0,0,1,0.0,1,33,9,27.3,6,15,12,2,2,0,0,0,0,2,0,Matches
1282,Kenan Kodro\Kenan-Kodro,ba BIH,FWMF,Athletic Club,es La Liga,25,1993,4.0,1,0,0,1,0,1,2,50.0,1,88,18,20.5,7,40,41,2,0,0,2,0,1,3,0,Matches
1283,Dominik Kohr\Dominik-Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,16.1,58,39,23,31,4,18,52,34.6,34,357,125,35.0,101,193,63,47,13,0,34,32,90,19,0,Matches
1284,Koke\Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,30.0,79,54,31,34,14,35,94,37.2,59,484,137,28.3,153,236,95,51,9,0,42,31,110,31,1,Matches
1285,Aleksandar Kolarov\Aleksandar-Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,41,25,24,12,5,20,42,47.6,22,257,110,42.8,100,112,45,35,9,0,26,31,72,70,1,Matches
1286,Sead Kolašinac\Sead-Kolasinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,35,18,22,6,7,12,25,48.0,13,230,67,29.1,116,81,33,23,5,0,18,24,59,45,1,Matches
1287,Timothée Kolodziejczak\Timothee-Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,17,12,12,5,0,9,26,34.6,17,158,49,31.0,77,75,6,26,4,0,22,29,46,60,1,Matches
1288,Ghislain Konan\Ghislain-Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,41,25,21,17,3,18,37,48.6,19,184,58,31.5,102,56,26,22,2,0,20,25,66,59,0,Matches
1289,Ibrahima Konaté\Ibrahima-Konate,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,13,7,10,2,1,2,9,22.2,7,56,17,30.4,36,16,4,9,3,0,6,7,20,43,1,Matches
1290,Moussa Konaté\Moussa-Konate,sn SEN,FW,Amiens,fr Ligue 1,26,1993,6.8,5,4,1,4,0,1,6,16.7,5,139,28,20.1,13,76,50,4,2,0,2,2,7,1,0,Matches
1291,Geoffrey Kondogbia\Geoffrey-Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,20.1,66,47,37,22,7,19,51,37.3,32,461,131,28.4,208,208,45,41,10,0,31,54,120,59,0,Matches
1292,Kouadio Koné\Kouadio-Kone,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,9.7,33,25,14,15,4,13,36,36.1,23,299,89,29.8,97,175,27,19,1,0,18,18,51,13,0,Matches
1293,Lamine Koné\Lamine-Kone,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,32,20,20,10,2,11,21,52.4,10,156,46,29.5,95,55,6,21,7,0,14,23,55,56,1,Matches
1294,Moussa Koné\Moussa-Kone,sn SEN,FW,Nîmes,fr Ligue 1,22,1996,1.6,2,2,2,0,0,1,4,25.0,3,24,3,12.5,4,15,5,2,1,0,1,1,3,0,0,Matches
1295,Youssouf Koné\Youssouf-Kone,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,24,15,18,5,1,11,20,55.0,9,81,23,28.4,57,17,7,8,1,0,7,7,31,22,0,Matches
1296,Ezri Konsa\Ezri-Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1998,22.7,27,18,20,7,0,6,16,37.5,10,193,63,32.6,107,65,21,55,23,0,32,21,48,83,3,Matches
1297,Pascal Köpke\Pascal-Kopke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,0,0,0,0,0,0,1,0.0,1,34,8,23.5,1,19,14,2,0,0,2,0,0,0,0,Matches
1298,Laurent Koscielny\Laurent-Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,27,16,21,5,1,9,20,45.0,11,167,60,35.9,98,59,10,49,20,0,29,27,54,141,1,Matches
1299,Filip Kostić\Filip-Kostic,rs SRB,DFMF,Eint Frankfurt,de Bundesliga,26,1992,32.9,71,47,33,25,13,23,71,32.4,48,558,156,28.0,198,207,153,63,3,0,60,23,94,15,0,Matches
1300,Christian Kouamé\Christian-Kouame,ci CIV,FW,Fiorentina,it Serie A,21,1997,2.9,2,1,0,2,0,0,1,0.0,1,38,11,28.9,0,25,13,6,1,0,5,1,3,1,0,Matches
1301,Christian Kouamé\Christian-Kouame,ci CIV,FW,Genoa,it Serie A,21,1997,10.2,5,3,0,2,3,0,11,0.0,11,161,30,18.6,26,61,74,12,3,0,9,2,7,10,0,Matches
1302,Nianzou Kouassi\Nianzou-Kouassi,fr FRA,DFMF,Paris S-G,fr Ligue 1,17,2002,5.0,5,4,1,3,1,3,5,60.0,2,50,21,42.0,19,25,6,6,2,0,4,3,8,5,0,Matches
1303,Tomáš Koubek\Tomas-Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24.0,0,0,0,0,0,0,9,0.0,9,7,1,14.3,7,0,0,1,0,0,1,1,1,4,2,Matches
1304,Kalidou Koulibaly\Kalidou-Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,22.4,57,38,30,23,4,21,32,65.6,11,230,80,34.8,129,91,10,39,19,2,20,32,89,86,1,Matches
1305,Efthimis Koulouris\Efthimis-Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,17.1,10,6,5,4,1,3,15,20.0,12,219,48,21.9,24,114,81,15,5,0,10,2,12,9,0,Matches
1306,Jules Koundé\Jules-Kounde,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,23,16,15,5,3,11,19,57.9,8,184,76,41.3,84,83,17,29,15,2,14,25,48,146,2,Matches
1307,Leonardo Koutris\Leonardo-Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,1,0,0,0,1,0,0,,0,15,6,40.0,9,3,3,2,1,0,1,1,2,6,0,Matches
1308,Cheikhou Kouyaté\Cheikhou-Kouyate,sn SEN,MFDF,Crystal Palace,eng Premier League,29,1989,28.1,70,45,45,23,2,23,50,46.0,27,418,123,29.4,190,178,50,60,13,0,47,38,108,79,1,Matches
1309,Mateo Kovačić\Mateo-Kovacic,hr CRO,MF,Chelsea,eng Premier League,25,1994,23.0,81,55,31,42,8,30,78,38.5,48,535,174,32.5,152,282,101,28,2,0,26,20,101,17,0,Matches
1310,Dawid Kownacki\Dawid-Kownacki,pl POL,FWMF,Düsseldorf,de Bundesliga,22,1997,12.1,16,13,8,5,3,6,17,35.3,11,226,73,32.3,42,115,69,18,2,0,16,7,23,12,0,Matches
1311,İsmail Köybaşı\Ismail-Koybasi,tr TUR,DFFW,Granada,es La Liga,30,1989,2.6,8,6,5,2,1,0,1,0.0,1,51,15,29.4,25,17,9,3,0,0,3,5,13,7,0,Matches
1312,Thomas Kraft\Thomas-Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
1313,Emil Krafth\Emil-Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,20,12,16,2,2,6,21,28.6,15,134,40,29.9,85,36,13,20,9,0,11,9,29,40,0,Matches
1314,Andrej Kramarić\Andrej-Kramaric,hr CRO,FWMF,Hoffenheim,de Bundesliga,28,1991,15.8,3,2,2,1,0,1,9,11.1,8,229,65,28.4,27,91,111,18,3,0,15,4,7,9,0,Matches
1315,Christoph Kramer\Christoph-Kramer,de GER,MF,M'gladbach,de Bundesliga,28,1991,16.3,43,28,16,22,5,16,62,25.8,46,386,128,33.2,127,224,35,28,3,0,25,15,58,28,0,Matches
1316,Tom Krauß\Tom-Krauss,de GER,MF,RB Leipzig,de Bundesliga,18,2001,0.0,1,1,1,0,0,0,0,,0,4,3,75.0,1,2,1,1,0,0,1,0,1,0,0,Matches
1317,Ladislav Krejčí\Ladislav-Krejci,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,18,9,6,11,1,8,21,38.1,13,186,46,24.7,78,82,26,24,4,1,20,10,28,22,0,Matches
1318,Rene Krhin\Rene-Krhin,si SVN,DFMF,Nantes,fr Ligue 1,29,1990,3.6,4,3,2,2,0,1,5,20.0,4,32,11,34.4,18,14,0,4,0,0,4,6,10,22,0,Matches
1319,Felix Kroos\Felix-Kroos,de GER,MF,Union Berlin,de Bundesliga,28,1991,4.2,21,12,8,11,2,9,17,52.9,8,106,28,26.4,32,63,11,9,5,0,4,3,24,16,0,Matches
1320,Toni Kroos\Toni-Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,29.5,57,41,18,29,10,18,71,25.4,53,594,153,25.8,113,376,105,36,2,0,34,24,81,13,0,Matches
1321,Tim Krul\Tim-Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36.0,0,0,0,0,0,0,1,0.0,1,7,1,14.3,7,0,0,0,0,0,0,1,1,1,1,Matches
1322,Rade Krunić\Rade-Krunic,ba BIH,MF,Milan,it Serie A,25,1993,6.0,17,11,9,5,3,5,17,29.4,12,117,41,35.0,33,57,27,6,0,0,6,11,28,2,0,Matches
1323,Lukas Kübler\Lukas-Kubler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,0,0,0,0,0,0,4,0.0,4,25,5,20.0,15,7,3,3,2,0,1,0,0,7,0,Matches
1324,Takefusa Kubo\Takefusa-Kubo,jp JPN,MFFW,Mallorca,es La Liga,18,2001,25.7,35,25,16,14,5,16,50,32.0,34,492,126,25.6,130,236,126,32,1,0,31,22,57,11,0,Matches
1325,Juraj Kucka\Juraj-Kucka,sk SVK,MFFW,Parma,it Serie A,32,1987,21.5,48,34,23,19,6,17,68,25.0,51,425,111,26.1,124,221,80,32,6,0,26,26,74,37,0,Matches
1326,Dejan Kulusevski\Dejan-Kulusevski,se SWE,FWMF,Parma,it Serie A,19,2000,31.8,35,22,10,18,7,11,49,22.4,38,708,165,23.3,168,335,205,35,2,0,33,22,57,13,0,Matches
1327,Marash Kumbulla\Marash-Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,57,39,30,24,3,23,42,54.8,19,369,123,33.3,187,173,9,40,22,0,18,49,106,105,1,Matches
1328,Pierre Kunde\Pierre-Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,39,28,15,21,3,8,40,20.0,32,339,89,26.3,130,182,27,31,6,1,25,28,67,62,1,Matches
1329,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MF,SPAL,it Serie A,30,1989,15.7,22,16,11,9,2,7,26,26.9,19,346,87,25.1,78,182,86,20,2,0,18,10,32,29,0,Matches
1330,Jasmin Kurtić\Jasmin-Kurtic,si SVN,MFFW,Parma,it Serie A,30,1989,17.5,31,20,18,10,3,13,38,34.2,25,298,70,23.5,104,135,59,21,3,0,18,16,47,24,0,Matches
1331,Layvin Kurzawa\Layvin-Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,22,9,6,12,4,6,21,28.6,15,142,44,31.0,47,63,32,23,1,0,22,17,39,25,1,Matches
1332,Dereck Kutesa\Dereck-Kutesa,ch SUI,FWMF,Reims,fr Ligue 1,21,1997,5.9,8,7,2,3,3,1,9,11.1,8,84,34,40.5,19,39,26,10,0,0,10,0,8,2,0,Matches
1333,Ahmed Kutucu\Ahmed-Kutucu,tr TUR,FWMF,Schalke 04,de Bundesliga,19,2000,7.5,13,9,3,8,2,4,12,33.3,8,139,46,33.1,7,78,54,8,1,0,7,2,15,6,0,Matches
1334,Enock Kwateng\Enock-Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,37,21,19,16,2,20,49,40.8,29,147,42,28.6,61,75,11,30,5,0,25,23,60,36,0,Matches
1335,Antonino La Gumina\Antonino-La-Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,1,1,0,1,0,0,1,0.0,1,23,5,21.7,2,10,11,0,0,0,0,0,1,2,0,Matches
1336,Andrea La Mantia\Andrea-La-Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,1,0,0,1,0,0,3,0.0,3,74,13,17.6,6,37,31,5,0,0,5,7,8,12,0,Matches
1337,Gaëtan Laborde\Gaetan-Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,23,18,3,15,5,5,29,17.2,24,476,128,26.9,42,194,240,26,2,0,24,7,30,26,1,Matches
1338,Alexandre Lacazette\Alexandre-Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,23,19,6,12,5,4,17,23.5,13,464,114,24.6,55,220,189,13,0,0,13,7,30,14,0,Matches
1339,Riccardo Ladinetti\Riccardo-Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.1,0,0,0,0,0,0,0,,0,12,3,25.0,6,2,4,1,0,0,1,2,2,1,0,Matches
1340,Alban Lafont\Alban-Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27.0,0,0,0,0,0,0,0,,0,7,1,14.3,7,0,0,0,0,0,0,0,0,1,0,Matches
1341,Víctor Laguardia\Victor-Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,25,17,17,8,0,13,33,39.4,20,214,55,25.7,131,81,2,45,16,0,29,39,64,182,1,Matches
1342,Jack Lahne\Jack-Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,1,1,0,0,1,0,0,,0,2,1,50.0,0,0,2,0,0,0,0,0,1,0,0,Matches
1343,Konrad Laimer\Konrad-Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,99,60,31,52,16,34,91,37.4,57,831,276,33.2,232,484,115,60,6,0,54,37,136,24,0,Matches
1344,Stefan Lainer\Stefan-Lainer,at AUT,DF,M'gladbach,de Bundesliga,26,1992,30.1,58,36,28,21,9,25,61,41.0,36,508,163,32.1,222,168,118,62,7,0,55,29,87,80,0,Matches
1345,Diego Lainez\Diego-Lainez,mx MEX,MFFW,Betis,es La Liga,19,2000,3.9,7,5,2,4,1,3,10,30.0,7,66,15,22.7,16,38,12,9,0,0,9,1,8,1,0,Matches
1346,Kenny Lala\Kenny-Lala,fr FRA,DF,Strasbourg,fr Ligue 1,27,1991,22.7,41,26,22,17,2,16,28,57.1,12,352,108,30.7,172,142,38,27,4,1,23,20,61,61,0,Matches
1347,Adam Lallana\Adam-Lallana,eng ENG,MFFW,Liverpool,eng Premier League,31,1988,4.2,20,12,9,9,2,9,27,33.3,18,132,41,31.1,45,54,33,13,0,0,13,4,24,3,0,Matches
1348,Érik Lamela\Erik-Lamela,ar ARG,MFFW,Tottenham,eng Premier League,27,1992,13.5,27,21,8,15,4,5,22,22.7,17,315,88,27.9,81,150,84,19,3,0,16,7,34,8,0,Matches
1349,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Chelsea,eng Premier League,18,2000,0.4,2,0,1,1,0,2,2,100.0,0,3,3,100.0,1,1,1,0,0,0,0,0,2,0,0,Matches
1350,Tariq Lamptey\Tariq-Lamptey,eng ENG,DF,Brighton,eng Premier League,18,2000,6.5,9,3,8,1,0,0,9,0.0,9,91,17,18.7,39,32,20,13,1,0,12,18,27,15,1,Matches
1351,Loïck Landre\Loick-Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,17,10,14,3,0,9,15,60.0,6,79,23,29.1,51,21,7,19,9,1,10,16,33,51,0,Matches
1352,Michael Lang\Michael-Lang,ch SUI,DF,Werder Bremen,de Bundesliga,28,1991,6.0,8,5,3,4,1,3,11,27.3,8,81,15,18.5,50,27,4,13,1,0,12,7,15,24,0,Matches
1353,Sebastian Langkamp\Sebastian-Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,5,3,5,0,0,4,6,66.7,2,27,10,37.0,18,9,0,8,4,0,4,4,9,22,1,Matches
1354,Henri Lansbury\Henri-Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,5,2,3,1,1,0,4,0.0,4,61,18,29.5,24,18,19,6,0,0,6,0,5,1,0,Matches
1355,Manuel Lanzini\Manuel-Lanzini,ar ARG,MFFW,West Ham,eng Premier League,26,1993,15.3,11,9,6,3,2,5,37,13.5,32,344,76,22.1,77,198,69,12,1,0,11,9,20,4,0,Matches
1356,Gianluca Lapadula\Gianluca-Lapadula,it ITA,FW,Lecce,it Serie A,29,1990,18.8,18,12,8,9,1,4,12,33.3,8,302,57,18.9,43,143,116,1,0,0,1,2,20,13,0,Matches
1357,Aymeric Laporte\Aymeric-Laporte,fr FRA,DF,Manchester City,eng Premier League,25,1994,12.2,12,8,8,4,0,7,13,53.8,6,62,26,41.9,32,27,3,6,5,0,1,19,31,39,2,Matches
1358,Danilo Larangeira\Danilo-Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,28.3,43,21,26,17,0,13,31,41.9,18,325,96,29.5,213,108,4,76,39,1,37,28,71,175,0,Matches
1359,Larra\Larra,es ESP,FWMF,Athletic Club,es La Liga,21,1997,2.8,2,1,0,2,0,1,1,100.0,0,43,9,20.9,5,23,15,5,0,0,5,0,2,1,0,Matches
1360,Gautier Larsonneur\Gautier-Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,0,0,0,0,0,0,4,0.0,4,11,3,27.3,11,0,0,0,0,0,0,4,4,2,0,Matches
1361,Kevin Lasagna\Kevin-Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,27.5,27,17,8,12,7,5,34,14.7,29,603,148,24.5,56,313,234,23,1,0,22,7,34,17,1,Matches
1362,Jamaal Lascelles\Jamaal-Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,18,10,14,4,0,5,14,35.7,9,163,60,36.8,110,47,6,37,23,0,14,29,47,165,1,Matches
1363,Paul Lasne\Paul-Lasne,fr FRA,MFFW,Brest,fr Ligue 1,30,1989,13.6,24,17,11,13,0,8,25,32.0,17,270,69,25.6,91,139,40,12,3,0,9,7,31,14,0,Matches
1364,Toni Lato\Toni-Lato,es ESP,DFMF,Osasuna,es La Liga,21,1997,5.2,20,12,10,9,1,5,7,71.4,2,111,32,28.8,36,56,19,13,0,0,13,9,29,16,2,Matches
1365,Danny Latza\Danny-Latza,de GER,MF,Mainz 05,de Bundesliga,29,1989,15.3,40,22,17,20,3,14,49,28.6,35,371,99,26.7,110,211,50,22,6,0,16,19,59,31,1,Matches
1366,Vincent Laurini\Vincent-Laurini,fr FRA,DF,Parma,it Serie A,30,1989,9.2,26,20,12,12,2,13,17,76.5,4,132,48,36.4,62,53,17,16,4,0,12,11,37,29,1,Matches
1367,Wesley Lautoa\Wesley-Lautoa,nc NCL,MFDF,Dijon,fr Ligue 1,31,1987,20.8,60,42,31,25,4,24,76,31.6,52,377,122,32.4,162,196,19,46,17,0,29,44,104,63,0,Matches
1368,Diego Laxalt\Diego-Laxalt,uy URU,DFMF,Torino,it Serie A,26,1993,6.6,23,10,12,6,5,5,23,21.7,18,155,42,27.1,74,45,36,21,3,0,18,7,30,18,0,Matches
1369,Diego Laxalt\Diego-Laxalt,uy URU,DF,Milan,it Serie A,26,1993,1.9,4,2,2,2,0,0,1,0.0,1,24,8,33.3,8,13,3,3,0,0,3,1,5,2,0,Matches
1370,Valentino Lazaro\Valentino-Lazaro,at AUT,DFMF,Newcastle Utd,eng Premier League,23,1996,5.3,11,2,9,2,0,6,14,42.9,8,98,22,22.4,46,40,12,6,0,0,6,3,14,4,0,Matches
